RecAreaAddressID,RecAreaID,RecAreaAddressType,RecAreaStreetAddress1,RecAreaStreetAddress2,RecAreaStreetAddress3,City,PostalCode,AddressStateCode,AddressCountryCode,LastUpdatedDate
797075,14833,Default,Bureau of Land Management,Central Coast Field Office,940 Second Avenue,Marina,CA,93933,USA,2022-11-02
797093,14854,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2021-09-01
797095,14856,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2021-09-01
797096,14857,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2021-09-01
797099,14860,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2021-09-01
797100,14861,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2021-09-01
797101,14862,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2021-09-01
797106,14868,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2021-09-01
797107,14866,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2021-09-01
797108,14869,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2021-09-01
797109,14870,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2021-09-01
797110,14871,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2021-09-01
797111,14872,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2021-09-01
797112,14873,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles ,CA,92363,USA,2021-09-01
797114,14875,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2021-09-01
797115,14876,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville,CA,96130,USA,2021-09-01
797116,14877,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville,CA,96130,USA,2021-09-01
797117,14878,Default,Eagle Lake Field Office,2550 Riverside Drive,,Susanville,CA,96130,USA,2021-09-01
797118,14879,Default,Eagle Lake Field Office,2550 Riverside Drive,,Susanville,CA,96130,USA,2021-09-01
797119,14880,Default,Eagle Lake Field Office,2550 Riverside Drive,,Susanville,CA,96130,USA,2021-09-01
797120,14881,Default,Eagle Lake Field Office,2550 Riverside Drive,,Susanville,CA,96130,USA,2021-09-01
797121,14882,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville,CA,96130,USA,2022-06-09
797123,14884,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville,CA,96130,USA,2021-09-01
797128,14889,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville,CA,96130,USA,2022-06-24
797129,14893,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville,CA,96130,USA,2022-05-26
797130,14894,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville,CA,96130,USA,2021-09-01
797131,14895,Default,Eagle Lake Field Office,2550 Riverside Drive,,Susanville,CA,96130,USA,2021-09-01
797139,14903,Default,Bureau of Land Management,Ridgecrest Field Office,300 S. Richmond Rd.,Ridgecrest,CA,93555,USA,2021-09-01
797140,14904,Default,Bureau of Land Management,Ridgecrest Field Office,300 S. Richmond Rd. ,Ridgecrest,CA,93555,USA,2021-09-01
799,1638,Default,2312 Quebec Road,,,Tallulah,LA,71282,USA,2020-12-09
799592,1854,Default,Roseburg District Office,777 NW Garden Valley Blvd.," ",Roseburg,OR,97471,USA,2021-09-23
800,1640,Default,9754 143 э Ave. S.E.,,,Cayuga,ND,58013,USA,2020-12-09
801,1644,Default,12000 South Refuge Road,,,Tishomingo,OK,73460,USA,2020-12-09
802,1646,Default,"State Rte 97, 10 miles south of",,,Toppenish,WA,,USA,2020-12-09
803,1650,Default,26010 South Smith Rd,,,Cheney,WA,99004,USA,2020-12-09
803261,10037,Default,Roseburg District Office,777 NW Garden Valley Blvd.,,Roseburg,OR,97471,USA,2021-09-01
804,1655,Default,Off Hwy 40 near,,,Klamath Falls,OR,,USA,2020-12-09
805,1659,Default,HC 37 Box 37,,,Valentine,NE,69201,USA,2020-12-09
805821,13468,Default,Barstow Field Office,,,Death Valley Junction,CA,,USA,2021-09-01
805822,13472,Default,Barstow Field Office,,,Barstow,CA,92311,USA,2021-09-01
805824,14916,Default,,,,Boise,ID,83702,USA,2021-09-01
805945,14919,Default,Morley Nelson Snake River Birds of Prey National Conservation Area,,,,ID,,USA,2021-09-01
805946,14920,Default,Cottonwood Field Office,2 Butte Drive,,Cottonwood,ID,,USA,2022-07-30
805948,14922,Default,Craters of the Moon National Monument,,,,ID,,USA,2021-09-01
805949,14923,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
805950,14924,Default,Jarbidge Field Office,2878 Addison Ave. East,,Twin Falls,ID,83301,USA,2022-09-28
805952,14926,Default,Bruneau Field Office,,,,ID,,USA,2022-09-28
805953,14927,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
805954,14928,Default,Bruneau Field Office,,,,ID,,USA,2022-09-28
805955,14929,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
805956,14930,Default,Upper Snake Field Office,,,,ID,,USA,2021-09-01
805957,14931,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805958,14932,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805959,14933,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805960,14934,Default,Upper Snake Field Office,,,,ID,,USA,2021-09-01
805961,14935,Default,Challis Field Office,,,,ID,,USA,2021-09-01
805962,14936,Default,Four Rivers Field Office,,,,ID,,USA,2021-09-01
805963,14937,Default,Challis Field Office,,,,ID,,USA,2021-09-01
805964,14938,Default,Upper Snake Field Office,,,,ID,,USA,2021-09-01
805965,14939,Default,Upper Snake Field Office,,,,ID,,USA,2021-09-01
805966,14940,Default,Coeur d' Alene Field Office,,,,ID,,USA,2021-09-01
805967,14941,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805968,14942,Default,Salmon Field Office,,,,ID,,USA,2021-09-01
805969,14943,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805970,14944,Default,Challis Field Office,,,,ID,,USA,2021-09-01
805971,14945,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805972,14946,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805973,14947,Default,Coeur d' Alene Field Office,,,,ID,,USA,2021-09-01
805974,14948,Default,Craters of the Moon National Monument,,,,ID,,USA,2021-09-01
805975,14949,Default,Upper Snake Field Office,,,,ID,,USA,2021-09-01
805976,14950,Default,Upper Snake Field Office,,,,ID,,USA,2021-09-01
805977,14951,Default,Upper Snake Field Office,,,,ID,,USA,2021-09-01
805978,14952,Default,Four Rivers Field Office,,,,ID,,USA,2021-09-01
805979,14953,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805980,14954,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805981,14955,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805982,14956,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805983,14957,Default,"Jarbidge Field Office
Burley Field Office",,,,ID,,USA,2021-09-01
805984,14958,Default,Cottonwood Field Office ,,,,ID,,USA,2021-09-01
805985,14959,Default,Pocatello Field Office,,,,ID,,USA,2021-09-01
805986,14960,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805987,14961,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805988,14962,Default,Upper Snake Field Office,,,,ID,,USA,2021-09-01
805989,14963,Default,Coeur d' Alene Field Office,,,,ID,,USA,2021-09-01
805990,14964,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805991,14965,Default,Shoshone Field Office,,,,ID,,USA,2021-09-01
805993,14967,Default,Cottonwood Field Office,,,,ID,,USA,2021-09-01
805994,14968,Default,Upper Snake Field Office,,,,ID,,USA,2021-09-01
805995,14969,Default,Pocatello Field Office,,,,ID,,USA,2021-09-01
805996,14970,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
805997,14971,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
805998,14972,Default,Jarbidge Field Office,2878 Addison Ave. East,,Twin Falls,ID,83301,USA,2021-09-01
805999,14973,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
806,1662,Default,Route 101,,,Peterborough,NH,03468,USA,2020-12-09
806000,14974,Default,Bruneau Field Office,,,,ID,,USA,2021-10-07
806001,14975,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
806002,14976,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
806003,14977,Default,Jarbidge Field Office,2878 Addison Ave. East,,Twin Falls,ID,83301,USA,2021-09-01
806004,14978,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
806005,14979,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
806006,14980,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
806007,14981,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
806008,14982,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
806009,14983,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
806010,14984,Default,Bruneau Field Office,,,,ID,,USA,2021-09-01
806011,14985,Default,Idaho State Office,,,,ID,,USA,2021-09-01
806012,14986,Default,Idaho State Office,,,,ID,,USA,2021-09-01
806013,14987,Default,Idaho State Office,1387 South Vinnell Way,,Boise,ID,83709,USA,2021-09-01
806014,14988,Default,Idaho State Office,,,,ID,,USA,2021-09-01
806015,14989,Default,Mud Flat Road,,,Grand View,ID,83624,USA,2021-09-01
806016,14990,Default,Four Rivers Field Office,,,,ID,,USA,2021-09-01
806017,14991,Default,2576 Idaho State Highway 52,,,Payette,ID,83661,USA,2021-09-01
806018,14992,Default,Olds Ferry Road,,,Weiser,ID,83672,USA,2021-09-01
806019,14993,Default,5000 Victory Land,,,Melba,ID,83641,USA,2021-09-01
806021,14995,Default,Idaho State Highway 78,,,Murphy,ID,83650,USA,2021-09-01
806022,14996,Default,South Jump Creek Road,,,Marsing,ID,83639,USA,2021-09-01
806024,14998,Default,Idaho State Highway 78,,,Murphy,ID,83650,USA,2021-09-01
806026,15000,Default,Wilson Creek Road,,,Melba,ID,83641,USA,2021-09-01
806032,15006,Default,Coeur d' Alene Field Office,3815 Schreiber Way,,Coeur d'Alene,ID,,USA,2021-09-01
806034,15008,Default,Coeur d' Alene Field Office,3815 Schreiber Way,,Coeur d'Alene,ID,,USA,2021-09-01
806035,15009,Default,Challis Field Office,721 East Main St Suite 8,,Challis,ID,,USA,2022-05-02
806036,15010,Default,Challis Field Office,721 East Main St Suite 8,,Challis,ID,,USA,2021-09-01
806037,15011,Default,Challis Field Office,721 East Main St  Suite 8,,Challis,ID,,USA,2022-04-06
806038,15012,Default,Challis Field Office,,,,ID,,USA,2021-09-01
806039,15013,Default,Challis Field Office,721 East Main St Suite 8,,Challis,ID,,USA,2021-09-01
806040,15014,Default,Challis Field Office,,,,ID,,USA,2021-09-01
806041,15015,Default,Challis Field Office,721 East Main St Suite 8,,Challis,ID,,USA,2021-09-01
806044,15018,Default,Pocatello Field Office,4350 Cliffs Dr,,Pocatello,ID,83204,USA,2021-09-01
806048,15022,Default,Pocatello Field Office,4350 Cliffs Dr,,Pocatello,ID,83204,USA,2021-09-01
806055,15029,Default,Salmon Field Office,1206 South Challis Street,,Salmon,ID,,USA,2021-09-01
806056,15030,Default,Salmon Field Office,1206 South Challis Street,,Salmon,ID,,USA,2021-09-01
806057,15031,Default,Salmon Field Office,1206 South Challis Street,,Salmon,ID,,USA,2021-09-01
806058,15032,Default,Salmon Field Office,1206 South Challis Street,,Salmon,ID,,USA,2021-09-01
806059,15033,Default,Salmon Field Office,1206 South Challis Street,,Salmon,ID,,USA,2021-09-01
806061,15035,Default,Salmon Field Office,1206 South Challis Street,,Salmon,ID,,USA,2021-09-01
806063,15037,Default,Salmon Field Office,1206 South Challis Street,,Salmon,ID,,USA,2021-09-01
806064,15038,Default,Salmon Field Office,1206 S. Challis St,,Salmon,ID,,USA,2021-09-01
806067,15041,Default,Upper Snake Field Office,1405 Hollipark Drive,,Idaho Falls,ID,83401,USA,2021-09-01
806068,15042,Default,1405 Hollipark Drive,,,Idaho Falls,ID,83401,USA,2021-09-01
806070,15044,Default,Upper Snake Field Office,1405 Hollipark Drive,,Idaho Falls,ID,83401,USA,2021-09-01
806072,15046,Default,Burley Field Office,15 East 200 South,,Burley,ID,83318,USA,2022-03-28
806074,15048,Default,15 East 200 South,,,Burley,ID,83318,USA,2022-03-15
806075,15049,Default,15 East 200 South,,,Burley,ID,83318,USA,2021-09-01
806077,15051,Default,2878 Addison Avenue East,,,Twin Falls,ID,83301,USA,2021-09-01
806078,15052,Default,Jarbidge Field Office,2878 Addison Avenue East,,Twin Falls,ID,83301,USA,2021-09-01
806079,15053,Default,2878 Addison Avenue East,,,Twin Falls,ID,83301,USA,2021-09-01
806080,15054,Default,Jarbidge Field Office,2878 Addison Avenue East,,Twin Falls ,ID,83301,USA,2021-09-01
806081,15055,Default,Jarbidge Field Office,2878 Addison Avenue East,,Twin Falls,ID,83301,USA,2021-09-01
806082,15056,Default,Jarbidge Field Office,2878 Addison Avenue East,,Twin Falls,ID,83301,USA,2021-09-01
806085,15059,Default,Shoshone Field Office,400 West ,,Shoshone,ID,83352,USA,2022-04-06
806086,15060,Default,Shoshone Field Office,400 West ,,Shoshone,ID,83352,USA,2021-09-01
806087,15061,Default,"400 West ""F"" Street",,,Shoshone,ID,83352,USA,2021-09-01
806089,15063,Default,Shoshone Field Office,400 West ,,Shoshone,ID,83352,USA,2021-09-01
806090,15064,Default,Shoshone Field Office,400 West F Street,,Shoshone,ID,83352,USA,2021-09-01
806091,15065,Default,Shoshone Field Office,400 West F Street,,Shoshone,ID,83352,USA,2021-09-01
806092,15066,Default,Shoshone Field Office,400 West ,,Shoshone,ID,83352,USA,2021-09-01
806095,1737,Default,Ridgecrest Field Office,n/a ,,,CA,,USA,2021-09-01
806097,13423,Default,Ridgecrest Field Office,n/a ,,,CA,,USA,2021-09-01
806098,13088,Default,Ridgecrest Field Office,n/a ,,,CA,,USA,2021-10-07
806099,13069,Default,Ridgecrest Field Office,,,,CA,,USA,2021-09-01
806100,13398,Default,Ridgecrest Field Office,n/a ,,,CA,,USA,2021-09-13
806101,13393,Default,Ridgecrest Field Office,n/a ,,,CA,,USA,2021-09-01
806103,13377,Default,Ridgecrest Field Office,n/a ,,,CA,,USA,2021-09-01
806104,13372,Default,Ridgecrest Field Office,n/a ,,,CA,,USA,2021-09-01
806105,13354,Default,Ridgecrest Field Office,n/a ,,,CA,,USA,2021-09-01
806106,13335,Default,Ridgecrest Field Office,n/a ,,,CA,,USA,2021-09-01
806115,15078,Default,Bureau of Land Management,El Centro Field Office,1661 S. 4th Street,El Centro,CA,92243,USA,2021-09-01
806116,15079,Default,Bureau of Land Management,El Centro Field Office,1661 S. 4th Street,El Centro,CA,92243,USA,2022-03-07
806117,15080,Default,El Centro Field Office,1661 S. 4th Street,,El Centro,CA,92243,USA,2021-09-01
806118,15081,Default,Bureau of Land Management,El Centro Field Office,1661 S. 4th Street,El Centro,CA,92243,USA,2021-09-01
806119,15082,Default,El Centro Field Office,1661 S. 4th Street,,El Centro,CA,92243,USA,2022-01-03
806122,15085,Default,Bureau of Land Management,Arcata Field Office,1695 Heindon Road,Arcata,CA,95521,USA,2021-09-01
806123,15086,Default,Arcata Field Office,1695 Heindon Road,,Arcata,CA,95521,USA,2022-08-22
806126,15089,Default,Bureau of Land Management,Arcata Field Office,1695 Heindon Road,Arcata,CA,95521,USA,2021-09-01
806627,1856,Default,Roseburg District Office," 777 NW Garden Valley Blvd."," ",Roseburg,OR,97471,USA,2021-09-01
806634,1830,Default,Burns District Office," 28910 Hwy 20 West"," ",Hines,OR,97738,USA,2021-09-01
806637,1829,Default,Burns District Office,28910 Hwy 20 West,,Hines,OR,97738,USA,2021-09-01
806638,15090,Default,Battle Mountain District Office,50 Bastian Road ,,Battle Mountain ,NV,89820,USA,2021-09-01
807,1665,Default,Rt. 1 Box 68,,,Butler,OK,73625,USA,2020-12-09
807251,980,Default,Cosumnes River Preserve,13501 Franklin Boulevard,,Galt,CA,95632,USA,2022-06-03
807863,1886,Default,Bureau of Land Management,Yuma Field Office,,Yuma,AZ,,USA,2021-09-01
807864,1885,Default,Yuma Field Office,"7341 E. 30th St., Suite A",,Yuma,AZ,85365,USA,2021-09-01
807865,1881,Default," Bureau of Land Management",Yuma Field Office,,,AZ,,USA,2022-03-29
807867,14558,Default,Arizona Strip Field Office,345 East Riverside Drive,,St. George,UT,84790,USA,2021-09-01
807868,13435,Default," Yuma Field Office","7341 E. 30th St., Suite A",," Yuma",AZ,85365,USA,2021-09-01
807869,13499,Default," Yuma Field Office","7341 E. 30th St., Suite A",," Yuma",AZ," 85365",USA,2021-09-01
807870,596,Default,Yuma Field Office,"7341 E. 30th St., Suite A",,Yuma,AZ,85365,USA,2021-09-01
807872,13437,Default," Yuma Field Office","7341 E. 30th St., Suite A",," Yuma",AZ," 85365",USA,2021-09-01
807873,2050,Default,Yuma Field Office,"7341 E. 30th St., Suite A",,Yuma,AZ,85365,USA,2021-09-01
807874,13384,Default,Bureau of Land Management,Yuma Field Office,," Yuma",AZ,,USA,2021-09-01
807893,1784,Default,Wenatchee Field Office," 915 N. Walla Walla Ave.",,Wenatchee,WA,98801,USA,2021-09-01
808,1669,Default,360 Smith Rd.,,,Shirley,NY,11967,USA,2020-12-09
809,1672,Default,32 Refuge Headquarters,,,Indiahoma,OK,73552,USA,2020-12-09
809248,15091,Default,Baker Field Office,3100 H Street,,Baker City,OR,97814,USA,2021-09-01
809270,15092,Default,Northwest Oregon District Office,1717 Fabry Rd,,Salem,OR,97306,USA,2022-02-14
809284,15093,Default,Northwest Oregon District Office,1717 Fabry Road,,Salem,OR,97306,USA,2022-09-29
809896,14748,Default,4528 West 1700 South,,,Syracuse,UT,84075,USA,2020-12-09
809897,14749,Default,940 North Bear Lake,,,Garden City,UT,84028,USA,2020-12-09
809898,14750,Default,PO Box 95,,,Kanab,UT,84741,USA,2020-12-09
809900,14752,Default,710 N. Reservoir Road,,,Escalante,UT,84726,USA,2020-12-09
809903,14756,Default,PO Box 637,,,Green River,UT,84525,USA,2020-12-09
809904,14757,Default,Address:  S.R. 319 #515 Box 4,,,Heber City,UT,84032,USA,2020-12-09
809906,14759,Default,PO Box 1343,,,Huntington,UT,84528,USA,2020-12-09
809908,14760,Default,PO Box 43,,," Antimony",UT,84712,USA,2020-12-09
809909,14761,Default,8750 N. Highway 191,,,Vernal,UT,84078,USA,2020-12-09
809910,14762,Default,3351 South Sand Hollow Road,,,Hurricane,UT,84737,USA,2020-12-09
809911,14763,Default,1002 N. Snow Canyon Rd,,,Ivins,UT,84738,USA,2020-12-09
809912,14764,Default,4335 N. Highway 191,,," Vernal",UT,84078,USA,2020-12-09
809913,14765,Default,900 W. 650 N. #A,,,Willard,UT,84340,USA,2020-12-09
809914,14753,Default,3820 W. Clear Creek Canyon Rd.,,,Sevier,UT,84766,USA,2020-12-09
809915,14754,Default,PO Box 637,,,Green River,UT,84525,USA,2020-12-09
809923,15094,Default,Prineville District Office,3050 N.E. 3rd Street,,Prineville,OR,97754,USA,2021-09-01
810545,14766,Default,2800 N. Rose Park Lane,,,Salt Lake City,UT,84116,USA,2020-12-09
811159,15098,Default,Bureau of Land Management,Mother Lode Field Office,5152 Hillsdale Circle,El Dorado Hills,CA,95762,USA,2022-06-03
811160,613,Default,Mother Lode Field Office,,,Rescue,CA,,USA,2022-06-04
811173,1752,Default,Springfield Interagency Office,"3106 Pierce Parkway, Suite E",,Springfield ,OR,97477,USA,2021-09-01
811174,15102,Default,Bureau of Land Management,Black Rock Field Office,5100 E. Winnemucca Blvd,Winnemucca,NV,89445,USA,2021-09-01
811785,15103,Default,Bureau of Land Management,Cosumnes River Preserve,13501 Franklin Blvd,Galt,CA,95632,USA,2022-06-03
811793,1791,Default,Springfield Interagency Office,"3106 Pierce Parkway, Suite E",,Springfield,OR,97477,USA,2021-09-23
811794,1766,Default,Springfield Interagency Office,"3106 Pierce Parkway, Suite E",,Springfield ,OR,97477,USA,2021-09-01
816526,15116,Default,Las Cruces District Office ,,,,NM,,USA,2021-09-01
816527,15117,Default,Las Cruces District Office ,1800 Marquess Street,,Las Cruces,NM,88005,USA,2021-09-01
816528,15118,Default,Las Cruces District Office ,1800 Marquess Street,,Las Cruces,NM,88005,USA,2021-08-25
816529,15119,Default,Las Cruces District Office ,,,,NM,,USA,2021-09-01
816531,15121,Default,Las Cruces District Office ,1800 Marquess Street ,,Las Cruces,NM,88001,USA,2021-09-23
816532,15122,Default,Las Cruces District Office ,1800 Marquess Street ,,Las Cruces,NM,88001,USA,2021-09-23
816533,15123,Default,Las Cruces District Office ,1800 Marquess Street ,,Las Cruces,NM,88001,USA,2021-09-23
816534,15124,Default,Las Cruces District Office ,1800 Marquess Street ,,Las Cruces,NM,88001,USA,2021-09-01
816535,15125,Default,Las Cruces District Office ,1800 Marquess Street ,,Las Cruces,NM,88001,USA,2021-09-23
816536,15126,Default,Las Cruces District Office ,1800 Marquess Street ,,Las Cruces,NM,88001,USA,2021-09-23
816537,15127,Default,Las Cruces District Office ,1800 Marquess Street ,,Las Cruces,NM,88001,USA,2021-09-23
816539,15129,Default,Taos Field Office ,26 Cruz Alta Road,,Taos,NM,87571,USA,2021-09-01
816540,15130,Default,Taos Field Office ,226 Cruz Alta Road,,Taos,NM,87571,USA,2021-09-01
816541,15131,Default,Taos Field Office ,226 Cruz Alta Road,,Taos,NM,87571,USA,2021-09-01
816542,15132,Default,Taos Field Office ,226 Cruz Alta Road,,Taos,NM,87571,USA,2021-09-01
816543,15133,Default,Taos Field Office ,226 Cruz Alta Road,,Taos,NM,87571,USA,2021-09-01
816544,15134,Default,Taos Field Office ,226 Cruz Alta Road,,Taos,NM,87571,USA,2021-09-01
816545,15135,Default,Rio Puerco Field Office ,100 Sun Avenue NE,Suite 330,Albuquerque,NM,87109,USA,2021-09-01
816546,15136,Default,Rio Puerco Field Office ,"100 Sun Avenue NE, Suite 330",,Albuquerque,NM,87109,USA,2021-09-01
816547,15137,Default,Rio Puerco Field Office ,"100 Sun Avenue, NE","Pan American Building, Suite 330",Albuquerque,NM,87109,USA,2021-09-01
816548,15138,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
816549,15139,Default,Rio Puerco Field Office ,"100 Sun Avenue NE, Suite 330",,Albuquerque,NM,87109,USA,2021-09-01
816550,15140,Default,Rio Puerco Field Office ,"100 Sun Avenue NE, Suite 330",,Albuquerque,NM,87109,USA,2021-09-01
816551,15141,Default,Rio Puerco Field Office ,"100 Sun Avenue NE, Suite 330",,Albuquerque,NM,87109,USA,2021-09-23
816552,13446,Default,Rio Puerco Field Office ,,,,NM,,USA,2021-09-01
816553,15142,Default,Rio Puerco Field Office ,"100 Sun Avenue NE, Suite 330",,Albuquerque,NM,87109,USA,2021-09-01
816554,14573,Default,Las Cruces District Office ,,,,NM,,USA,2021-09-01
816555,15143,Default,Las Cruces District Office ,1800 Marquess Street,,Las Cruces,NM,88001,USA,2021-09-01
816556,10064,Default,Socorro Field Office,,,,NM,,USA,2021-09-01
816557,15144,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
816558,14574,Default,Farmington Field Office ,,,,NM,,USA,2021-09-01
816559,15145,Default,Farmington Field Office ,6251 College Blvd. Suite A,,Farmington,NM,87402,USA,2021-09-01
816560,14575,Default,Taos Field Office ,226 Cruz Alta Road,,Taos,NM,87571,USA,2021-09-13
816561,15146,Default,Taos Field Office ,226 Cruz Alta Road,,Taos,NM,87571,USA,2021-09-01
816563,14576,Default,Las Cruces District Office ,1800 Marquess Street,,Las Cruces,NM,88005,USA,2021-09-01
816564,14577,Default,Roswell Field Office ,2909 West Second Street,,Roswell,NM,88201,USA,2021-09-13
816566,13363,Default,Rio Puerco Field Office ,,,,NM,,USA,2021-09-01
816567,13473,Default,Taos Field Office ,,,,NM,,USA,2021-09-01
816568,13508,Default,Rio Puerco Field Office ,,,,NM,,USA,2021-09-01
816577,14585,Default,Rio Puerco Field Office ,100 Sun Avenue NE,Suite 330,Albuquerque,NM,87109,USA,2021-09-01
816578,14586,Default,Roswell Field Office ,2909 West Second Street,,Roswell,NM,88201,USA,2021-09-01
816579,14587,Default,Las Cruces District Office ,1800 Marquess Street,,Las Cruces,NM,88001,USA,2021-09-01
816580,14588,Default,Rio Puerco Field Office ,100 Sun Avenue NE,Suite 330,Albuquerque,NM,87109,USA,2021-09-01
816581,14589,Default,Las Cruces District Office ,1800 Marquess Street,,Las Cruces,NM,88001,USA,2021-09-01
816582,14590,Default,Las Cruces District Office ,1800 Marquess Street,,Las Cruces,NM,88001,USA,2021-09-01
816583,14591,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
816584,14592,Default,Carlsbad Field Office,620 E. Greene Street,,Carlsbad,NM,88220,USA,2021-09-01
816585,14593,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
816586,14594,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
816587,14595,Default,Las Cruces District Office ,1800 Marquess Street ,,Las Cruces,NM,88001,USA,2021-09-01
816588,14596,Default,Las Cruces District Office ,1800 Marquess Street,,Las Cruces,NM,88001,USA,2021-09-01
816589,14597,Default,Las Cruces District Office ,1800 Marquess Street,,Las Cruces,NM,88001,USA,2021-09-01
816590,14598,Default,Las Cruces District Office ,1800 Marquess Street ,,Las Cruces,NM,88001,USA,2021-09-01
816591,14599,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
816592,14600,Default,Las Cruces District Office ,,,,NM,,USA,2021-09-01
816593,14601,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
816594,14602,Default,Roswell Field Office ,2909 West Second Street,,Roswell,NM,88201,USA,2021-09-01
816595,14603,Default,Carlsbad Field Office,620 E. Greene Street,,Carlsbad,NM,88220,USA,2021-09-01
816596,14604,Default,Rio Puerco Field Office ,"100 Sun Avenue NE, Suite 330",,Albuquerque,NM,87109,USA,2021-09-01
816597,14605,Default,Roswell Field Office ,2909 West Second Street,,Roswell,NM,88201,USA,2021-09-01
816598,14606,Default,Carlsbad Field Office,620 E. Greene Street,,Carlsbad,NM,88220,USA,2021-09-01
816599,14607,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
816600,14608,Default,Carlsbad Field Office,620 E. Greene Street,,Carlsbad,NM,88220,USA,2021-09-01
816601,14609,Default,Las Cruces District Office ,1800 Marquess Street ,,Las Cruces,NM,88001,USA,2021-09-01
816602,14610,Default,Rio Puerco Field Office ,"100 Sun Avenue NE, Suite 330",,Albuquerque,NM,87109,USA,2021-09-01
816603,14611,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
816604,14612,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-23
816605,14613,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
816606,14614,Default,Socorro Field Office,901 South Highway 85,,Socorro,NM,87801,USA,2021-09-01
